Scouter Name,Event,Match Level,Match #,Robot,Team #,Auto Coral Level 4,Auto Coral Level 3,Auto Coral Level 2,Auto Coral Level 1,Auto Algae Processor,Auto Algae Net,Leave,Cycle Timer,Cycle Type,Teleop Coral Level 4,Teleop Coral Level 3,Teleop Coral Level 2,Teleop Coral Level 1,Teleop Algae Processor,Teleop Algae Net,Teleop Algae Removed From Reef,Pickup From Floor,Pickup From Coral Station,Endgame State,Played Defense,Was Defended,Died,Tippy,Yellow Card,Red Card,Egregiously Bad Event,Comment
bo,2025nyro,qm,16,r2,4611,3,0,0,0,0,0,1,"18,7.6,8.5,12.2,6.4,15.7,9.7,8.5,19.2,8","tap,tc4,tc4,tc3,tap,tc3,tc3,tc3,tc2,tc2",2,4,2,0,2,0,2,0,0,3,0,0,0,0,0,0,0,very good
JS,2025nyro,qm,16,b2,7165,0,0,0,0,0,0,1,"0.1,13.3,48.8,34.7,12.5","tc3,tc4,tc4,tc4,tc4",4,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
AC,2025nyro,qm,16,b1,1511,0,0,0,0,0,0,1,"24.6,12.1,13.1,10.7,20.8,23.2","tap,tap,tc1,tan,tan,tan",0,0,0,1,2,3,4,0,0,2,0,0,0,0,0,0,0
jp,2025nyro,qm,16,r1,3799,0,0,0,0,0,0,0,"1.3,53.8","tc2,tc2",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ZS,2025nyro,qm,16,r3,564,0,0,0,0,0,0,1,"15.4,46.9","tc2,tc2",0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,got coral stuck in chassis
eg,2025nyro,qm,16,b3,5881,0,0,0,0,0,0,1,"36.2,12.9,19.6,17.2","tc2,tc2,tc2,tc2",0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,got stuck on algae during endgame
JS,2025nyro,qm,17,b2,1405,0,0,0,0,0,0,1,"0.1,0.2,5,9.6,10.8,7.1,29.5,7.9,10.7","tc4,tc4,tc4,tc4,tc4,tc4,tc4,tc3,tc3",7,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
CD,2025nyro,qm,17,r2,2252,1,0,0,0,0,0,1,"13.2,18.8,44.3,42.5,5,6.9","tc4,tc4,tc3,tc1,tc2,tc1",2,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0
ZS,2025nyro,qm,17,r3,340,0,0,0,0,0,0,1,"34.7,11.7,4.9,12.5,17.9,11.5,14.5","tc3,tc2,tc2,tc2,tc2,tc3,tc2",0,2,5,0,0,0,1,0,1,3,0,1,0,0,0,0,0,unable to see during auto
df,2025nyro,qm,17,r1,250,0,0,0,0,0,0,1,,{},0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
eg,2025nyro,qm,17,b3,1507,1,0,0,1,0,0,1,"18.4,33.4,7.8,10.2,12.7,13.3,10.6","tc4,tc4,tc4,tc4,tc4,tc3,tc3",5,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
AC,2025nyro,qm,17,b1,3838,0,0,0,1,0,0,1,,{},0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,only plays defense and received penaltys
JS,2025nyro,qm,18,b2,1126,0,0,0,2,0,0,0,"0.1,14.3,11.5,15.9,11.7,14.8","tc4,tc4,tc4,tc4,tc4,tc4",6,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0
AC,2025nyro,qm,18,b1,6868,0,0,0,0,0,0,1,"1.2,9.2,26.5,21.9,27.4,24.6","tc4,tc4,tc4,tc4,tc4,tc4",6,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
ZS,2025nyro,qm,18,r3,2791,0,0,0,0,0,0,1,"65.5,54.1","tc3,tc2",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
df,2025nyro,qm,18,r1,378,0,0,1,0,0,0,1,"31.3,15.9,13.7,8.3,37.5","tc2,tc3,tc3,tc3,tc3",0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
eg,2025nyro,qm,18,b3,578,0,1,0,0,0,0,1,,{},0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ZS,2025nyro,qm,19,r3,7903,0,0,0,0,0,0,1,,{},0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,got stuck on an algae
CD,2025nyro,qm,19,r2,271,0,0,0,0,0,0,1,0.1,tap,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ER,2025nyro,qm,19,b1,3003,1,0,0,0,0,0,1,"0.1,10.4,11.6,41.3,9.6,19.2","tc4,tc4,tc4,tc3,tc3,tc3",3,3,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0
df,2025nyro,qm,19,r1,2010,0,0,0,0,0,0,0,"5.3,29.3","tan,tan",0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,got stuck �nd broke
RV,2025nyro,qm,19,b2,3951,0,0,0,0,0,0,1,"7.7,41","tap,tap",0,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0
RV,2025nyro,qm,20,b2,639,0,0,0,0,0,0,0,"0.1,0.3,12.7,19.8,3.8,17.6,14.2,27.2","tap,tap,tap,tc2,tc2,tc1,tc4,tc1",1,0,2,2,3,0,3,0,1,1,0,0,0,0,0,0,0
jp,2025nyro,qm,20,r1,1559,0,0,0,0,0,0,0,"12.5,34.9,62.2","tc4,tc3,tc3",1,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,seemed to not have a good driver
ER,2025nyro,qm,20,b1,3015,0,0,0,0,0,0,1,"0.1,7,5.1,11.4,8.4,6.3,8.4,6.4,7.6,11.7,9.6,8.6,5.7,4,6.9,5.2,5.5","tc4,tc4,tc4,tc4,tc4,tc4,tc4,tc4,tc4,tc4,tc4,tc3,tc3,tc3,tc3,tc3,tc3",11,6,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,auto preps for an L4
CD,2025nyro,qm,20,r2,3171,1,0,0,0,0,0,0,,{},0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
