Scouter Name,Event,Match Level,Match #,Robot,Team #,Auto Start Location,Auto Amp Scores,Auto Scoring Locations,Auto Pickup Locations,Cycle Timer,Teleop Scoring Locations,Teleop Missing Locations,Teleop Amp Scores,Teleop Note Passes,Pickup From Floor,Pickup From Source,Played Defense,Died,Tippy,Dropped Notes,Yellow Card,Egregiously Bad Event,Comment
eg,2024nytr,qm,1,r3,1559,24,0,71,6,"0.1,8.5,18.5","93,117,118","117,115",0,0,0,0,0,0,0,0,0,0,"broke. note halfway through, disabling it"
TMS,2024nytr,qm,1,b3,3360,13,0,"98,123","7,4","13.6,7.9,10.8,1.3,4.5,5.7,8.6,0.6,1.6,13.1,22.8,58.2,1","3,3,4,3,98,98,a,a,a,a,a,28,27",,5,0,1,0,0,0,0,0,0,0,
JA,2024nytr,qm,1,b2,229,37,0,,,,,,0,0,0,0,0,1,0,0,0,0,didn't move
Ih,2024nytr,qm,1,r1,3951,24,0,118,9,"18.3,36.5,23.2,28.2,7.7,19.9,0.4,5.6","45,21,46,119,119,a,a,a",,3,0,1,1,1,0,0,0,0,0,
mrg,2024nytr,qm,1,r2,5149,60,0,,,,,,0,0,0,0,1,0,0,0,0,0,
hw,2024nytr,qm,1,b1,1880,25,0,121,,"53.9,53.4","75,75","98,74",0,0,0,1,0,0,0,0,0,0,
TMS,2024nytr,qm,2,b3,1601,49,0,,,,,98,0,0,1,0,1,0,0,0,0,0,Shooter seemed to stop working mid match 
Ih,2024nytr,qm,2,r1,5590,60,0,,,"5.7,6.6,18.6,54.6","118,119,166,95",,0,0,1,0,0,0,1,0,0,0,n
eg,2024nytr,qm,2,r3,1591,36,0,"94,118,93,140,115","3,6,9,2,5","0.1,10.7,7.1,11.9,4.9,3.3,11.2,34.3,15,16.5","a,117,116,118,69,46,116,116,94,93",,1,0,0,0,0,0,0,0,0,0,"broke a note, got rid of it quik"
mrg,2024nytr,qm,2,r2,5993,24,0,71,,,,118,0,0,1,0,1,0,0,0,0,0,
JA,2024nytr,qm,2,b2,333,13,0,98,,"7.2,31.8,23.6,24.4","74,a,a,a",,3,0,1,1,0,0,0,0,0,0,
hw,2024nytr,qm,2,b1,6911,1,0,,1,"16.1,36.1,5.7,47.8","99,99,123,74","98,98",0,0,1,0,0,0,0,0,0,0,
Ih,2024nytr,qm,3,r1,5016,36,0,144,,"25.6,28.1,45.4","119,119,95",119,0,0,1,0,1,0,0,0,0,0,very slow and shaky
eg,2024nytr,qm,3,r3,7030,60,0,,,,,94,0,0,0,1,0,0,0,0,0,1,"horendus driver, tried to play d but just got farmed for fouls"
TMS,2024nytr,qm,3,b3,5881,13,0,"98,124","4,1","24.6,86.3","74,98","98,98,98,98,98",0,0,1,0,0,0,0,0,0,0,
hw,2024nytr,qm,3,b1,3181,25,0,121,"7,8",,,,0,0,1,0,0,0,0,0,0,1,shot doesn't work since first auto shoot
JA,2024nytr,qm,3,b2,6648,13,0,,,,,,0,0,0,0,1,0,0,0,0,0,
lg,2024nytr,qm,3,r2,1493,24,0,118,6,"7.9,8.7,7.9,32.6,17.1,15.2,14,23,7.3","a,a,a,93,117,117,93,117,93",,3,0,0,1,0,0,0,0,0,0,
mrg,2024nytr,qm,4,r2,1796,36,0,118,"6,3","24.5,3.5,16.3,12.4,2.2,13.4,11.4,24.3","114,185,46,114,114,141,210,a",,1,5,1,0,0,0,0,0,0,0,
Ih,2024nytr,qm,4,r1,9750,12,0,,,"10.6,15,11.7,20.1,44.8,27.1,0.5,1.1,0.6","22,46,46,45,46,a,a,a,a",,4,0,1,0,1,0,0,0,0,0,
eg,2024nytr,qm,4,r3,9624,48,0,167,,"0.1,8.7,19.3,49.5","118,95,94,94",,0,0,1,0,0,0,0,0,0,0,very slow intake
TMS,2024nytr,qm,4,b3,3003,13,0,76,,"12.2,65.2,25.3,18.1","148,100,76,75","148,100",0,2,1,0,0,0,0,0,0,0,
hw,2024nytr,qm,4,b1,9076,13,0,,,"21.3,37,34.5","98,98,74",49,0,0,1,0,0,1,0,0,0,0,
JA,2024nytr,qm,4,b2,6300,37,0,146,,"14.8,28.1,31.9,4.8,14.2,18.2","50,122,a,50,99,75",98,1,0,1,1,0,0,0,0,0,0,
Ih,2024nytr,qm,5,r1,7031,48,0,,,,,"45,45,45,70,45,70,46",0,0,1,0,0,0,0,0,0,0,
mrg,2024nytr,qm,5,r2,2095,60,0,,,"10.8,31.5,43.7","118,94,142",,0,0,0,1,0,0,0,0,0,0,
hw,2024nytr,qm,5,b1,6969,49,0,,,,,,0,0,0,0,0,1,0,0,0,1,didn't move at all bad bot
TMS,2024nytr,qm,5,b3,250,1,0,,,,,,0,4,1,0,1,0,0,0,0,0,
eg,2024nytr,qm,5,r3,7605,24,0,"94,117,92","6,2","3.8,17.3,23.6,10.4,10.5,12,13.3","117,119,94,95,118,94,94",,0,0,1,0,0,0,0,0,0,0,
mrg,2024nytr,qm,6,r2,3986,48,0,,"14,11",115.7,187,"134,86,211",0,5,1,0,0,0,0,0,0,0,
hw,2024nytr,qm,6,b1,3173,13,0,"50,28,77,148","1,2,4,7","2.3,16.4,8.9,15.5,9,10,14,12.5,14,9.2","a,a,a,28,29,a,a,29,29,101",,5,0,1,0,0,0,0,0,0,0,whoop whoop we did good
TMS,2024nytr,qm,6,b3,639,49,0,,,"11,15.6,22.9,13.3,26.7","122,122,98,98,98","98,121,98,74",0,0,1,0,0,0,0,0,0,0,
JA,2024nytr,qm,6,b2,7504,25,0,121,,"7.2,29.6,31.3,45.1","122,98,98,98",,0,0,1,1,1,0,0,0,0,0,
eg,2024nytr,qm,6,r3,4122,24,0,71,,"0.1,8.6,53.3,8.6,15","95,95,119,119,142","118,94,94,94",0,0,1,0,0,0,0,0,0,0,bad driver
Ih,2024nytr,qm,6,r1,3171,24,0,95,"6,9","20.7,18.9,22.7,21.4,19.5,23.6,16.1,0.2","21,118,95,21,116,119,a,a","119,140",2,0,1,1,0,0,0,0,0,0,
hw,2024nytr,qm,7,b1,3799,13,0,"74,73",4,"20.9,0.5,6.1,27.3,13.3,4.9,19.2,25.2","74,74,74,50,51,98,98,49",28,0,0,1,0,0,0,0,0,0,0,
mrg,2024nytr,qm,7,r2,2234,60,0,,,"23.7,10.6,21.1,5.4","a,21,45,a",,2,0,0,1,0,1,0,0,0,0,
lg,2024nytr,qm,7,r1,6621,12,0,94,3,"16.6,0.8,9,57.3,21.8","119,116,119,95,119","188,119,119",0,3,1,0,1,0,0,0,0,0,
JA,2024nytr,qm,7,b2,3550,25,0,,7,"15.6,8.1,21.2,10.4,13.3,15.5,13.4,15.9","a,a,122,a,98,a,a,98",,5,0,1,0,0,0,0,0,0,0,
TMS,2024nytr,qm,7,b3,2791,13,0,"74,54","1,5",,,79,0,0,1,0,1,0,0,0,0,0,
eg,2024nytr,qm,7,r3,2053,24,0,94,,"41.8,17.1","119,93","71,232,116",0,0,1,0,0,1,0,0,0,0,
TMS,2024nytr,qm,8,b3,6401,1,0,50,,88,98,,0,0,1,0,0,0,0,0,0,0,Shooter stopped working mid-match
eg,2024nytr,qm,8,r3,1511,24,0,71,3,"12.8,10.1,19.1,5.6,20.7,2.8,7.7,17.4,15.6","a,a,71,71,a,a,118,a,a",,6,0,1,0,0,0,0,0,0,0,
lg,2024nytr,qm,8,r1,20,36,0,"143,188","11,14","9.1,33.1,41.2,16.7,13.3,9.6","144,118,119,119,143,119",142,0,0,1,0,1,0,0,0,0,0,
JA,2024nytr,qm,8,b2,2601,13,0,"98,74,98","7,4,1","43.4,32.1,17.7","74,74,74","121,121,98,122",0,0,1,0,0,0,0,0,0,0,
mrg,2024nytr,qm,8,r2,7718,60,0,,,,,166,0,0,0,1,1,0,0,0,0,0,
hw,2024nytr,qm,8,b1,3419,37,0,147,,"19,16,15.7,14.4,9.8,19.8,20.6","99,99,a,99,76,a,123","99,75",2,0,1,0,0,0,0,0,0,0,
eg,2024nytr,qm,9,r3,3181,36,0,143,,,,,0,2,0,0,1,0,0,0,0,0,"when they passed, they just pushed notes"
JA,2024nytr,qm,9,b2,229,37,0,,,,,,0,0,0,0,1,0,0,0,0,0,
TMS,2024nytr,qm,9,b3,296,13,0,98,,17.2,74,,0,0,1,0,0,1,0,0,0,0,
hw,2024nytr,qm,9,b1,9076,1,0,,,,,,0,0,0,0,0,0,0,0,0,1,no work
lg,2024nytr,qm,9,r1,7709,24,0,95,6,"8.4,25.2,7.1,7.1,7.4,14.5,7.6,16.4,16.6,20.7","143,143,144,143,167,143,143,143,167,143","143,143",0,0,1,0,0,0,0,0,0,0,
lg,2024nytr,qm,9,r2,6463,12,0,,,,,,0,0,0,0,1,0,0,0,0,0,windowbot
TMS,2024nytr,qm,10,b3,5016,13,0,98,,,,27,0,0,1,0,1,0,0,0,0,0,Shooter and Intake broke right after auto. 
eg,2024nytr,qm,10,r3,2095,60,0,,,"4.9,24.2,42.5","70,119,94",70,0,0,0,1,0,0,1,0,0,0,bad driver
mrg,2024nytr,qm,10,r2,3003,36,0,118,9,"1.6,11.6,16.7,23.2,25,13.5,11.8,8.7","118,a,117,117,141,94,118,117","117,140,118",1,0,1,0,0,0,0,0,0,0,
lg,2024nytr,qm,10,r1,250,12,0,,2,"13.4,8.1","118,119",,0,0,1,0,1,0,0,0,1,0,
hw,2024nytr,qm,10,b1,5149,49,0,,,,,,0,0,0,0,0,0,0,0,0,1,back and forth doing nothing plus no auto plus horrible driver
JA,2024nytr,qm,10,b2,6911,25,0,"122,122",7,"4.9,11.2,10,10.6,30,16.8,4.7","122,173,197,27,74,99,75",,0,0,1,0,0,0,0,0,0,0,
mc,2024nytr,qm,11,b1,1880,13,0,,,"33,20.9,23,26.4,17.2","98,75,99,74,98",,0,0,0,1,0,0,0,0,0,0,
mrg,2024nytr,qm,11,r2,5993,24,0,,,,,,0,0,0,0,0,1,0,0,0,0,parked in first10 se o match
lw,2024nytr,qm,11,r1,7605,24,0,"118,116,67","2,6,5","1.9,27.8,8.8,11.8,19.3,32.7,25","91,68,69,141,68,118,117","22,117",0,0,1,0,0,0,0,0,0,0,","
SD,2024nytr,qm,11,b2,5590,25,0,"121,94",,"23.1,10.7,10.3,25.5","74,145,121,98",74,0,0,1,0,0,0,0,0,0,0,
eg,2024nytr,qm,11,r3,6969,48,0,,,"22.7,6.3","95,95",,0,0,1,0,0,0,0,0,0,0,
lg,2024nytr,qm,11,b3,1493,13,0,118,6,"16.3,21.3,22.9,20.9,12.1,16.7,13,7.8","a,a,a,141,141,141,140,117",,3,0,1,1,0,0,0,0,0,0,
lw,2024nytr,qm,12,r1,7030,48,0,,,,,,0,0,0,0,1,0,0,0,0,0,","
mc,2024nytr,qm,12,b1,9750,1,0,,,,,,0,0,0,0,0,1,0,0,0,0,
mg,2024nytr,qm,12,r2,3173,24,0,"94,94","5,6,3,2","16.2,3.5,7.8,16.7,17.4,18,22.8,12.5,12.2","a,a,a,45,a,a,189,116,118","189,116,66",5,0,1,0,0,0,0,0,0,0,no 5 piece
lg,2024nytr,qm,12,b3,1601,37,0,,,0.9,74,73,0,0,0,1,1,0,0,0,0,0,
SD,2024nytr,qm,12,b2,3044,25,0,"122,75","7,4,1","19.5,6,13,19.8,7.1,1.5,19.3,0.4,28.7,6.4","75,75,75,122,122,122,75,75,75,74","98,98,75",0,0,1,0,0,0,0,0,0,0,
lg,2024nytr,qm,12,r3,3171,36,0,142,,"26.2,13.2,73.3","118,117,94","118,94,94,117,118,119",0,0,1,1,0,0,0,1,0,0,
lw,2024nytr,qm,13,r1,6621,36,0,"166,189",9,"19.4,49,31.3","22,46,22","21,21,21,118",0,0,1,0,0,0,0,0,0,0,","
mc,2024nytr,qm,13,b1,4122,13,0,49,,"24.8,9.5","98,49",,0,0,0,1,1,0,0,0,0,0,
mg,2024nytr,qm,13,r2,5881,24,0,94,"3,9","17.6,13.9","94,143",,0,0,1,0,1,0,0,0,0,0,"defence most of match, climbed"
SD,2024nytr,qm,13,b2,1796,13,0,"98,122,122,76","4,7","1.5,25.8,0.9,12.2,14.3,27.8,8.7","76,a,a,a,a,a,a",51,6,0,1,0,0,0,0,0,0,0,
lg,2024nytr,qm,13,b3,3419,37,0,"98,121,149","7,4","20.7,4.7,41.5","97,74,121",,0,0,1,0,0,1,0,0,0,0,
lg,2024nytr,qm,13,r3,6401,24,0,,,,,,0,0,0,0,1,0,0,0,0,0,played defence
mc,2024nytr,qm,14,b1,9624,13,0,74,,,,100,0,0,1,0,0,1,0,0,0,0,
lw,2024nytr,qm,14,r1,6648,24,0,71,,32.6,22,22,0,0,1,0,0,0,1,0,0,0,","
mg,2024nytr,qm,14,r2,3550,36,0,143,,,,,0,1,1,0,0,0,0,0,0,0,"note got completely touched under shooter, didn't play defence, just kept ramming into things to try and fix"
SD,2024nytr,qm,14,b2,2791,13,0,"49,74","1,5","15.2,21.3,17.3,45.6","50,123,122,74","122,50",0,0,1,0,0,0,0,0,0,0,
lg,2024nytr,qm,14,r3,7504,36,0,95,,"2,5.7,47.7,42.3","144,a,95,117",,1,0,1,0,0,0,0,0,0,0,
lg,2024nytr,qm,14,b3,296,37,0,168,6,2.8,118,166,0,0,0,0,0,1,0,0,0,0,
mc,2024nytr,qm,15,b1,2601,25,0,122,11,"2.9,9.6,15.9,17.7,19.6,16.8,19.4","98,74,98,74,98,98,74",,0,0,1,0,0,0,0,0,0,0,
mg,2024nytr,qm,15,r2,3360,24,0,"94,94,93,70","6,9,3","17.7,25.4,30.2,43.6,0.6,11.9","a,a,a,93,118,93",,3,0,1,0,0,0,0,0,0,0,
lw,2024nytr,qm,15,r1,6463,72,0,,,,,,0,0,0,0,1,0,0,0,0,1,two g424 penalties
lg,2024nytr,qm,15,r3,7031,48,0,,,,,,0,0,0,0,0,1,0,0,0,0,
SD,2024nytr,qm,15,b2,1591,13,0,"98,100,102",7,"0.1,26.6,6.6,11.1,16.2,15.4,15,10.6","a,98,98,75,75,75,75,76",74,1,0,1,0,0,0,0,0,0,0,might pick up from source saw it one but I might be tripping
lg,2024nytr,qm,15,b3,3799,1,0,27,,"10.4,21.5,8.7,23.3,14.3,14.5,16.9","74,74,98,75,99,122,51",,0,0,1,0,0,0,0,0,0,0,
lw,2024nytr,qm,16,r1,3986,60,0,,,30.8,165,,0,0,1,0,1,0,0,0,0,0,","
mc,2024nytr,qm,16,b1,7709,1,0,,,"32.1,32.9,41.2,15.5","74,74,26,50","49,50",0,2,1,0,0,0,0,0,0,0,
mg,2024nytr,qm,16,r2,1559,12,0,70,3,"48.5,22.1","114,115","69,93",0,0,1,0,0,0,0,0,0,0,"mauled a note, climbed"
lg,2024nytr,qm,16,b3,2234,49,0,,,,,,0,0,0,0,1,0,0,0,0,0,w tech foul
SD,2024nytr,qm,16,b2,6300,25,0,146,4,"7,6.6,25.8,9.4,9,17.4,34","a,75,a,a,75,51,75",99,3,0,1,0,0,0,0,0,0,0,
lg,2024nytr,qm,16,r3,1511,24,0,"95,94",6,"6.8,8.9,28.1,23.7,18.7,11.4,12.5","a,a,94,a,a,93,a",,5,0,1,0,0,0,0,0,0,0,
lw,2024nytr,qm,17,r1,20,36,0,"143,166,117","9,6","0.1,75.7,22.7,8","141,118,91,92",,0,0,1,0,0,0,0,0,0,0,passing notes
mg,2024nytr,qm,17,r2,3951,24,0,,,"26.1,25.4,11.7","a,a,a",,3,0,1,0,0,0,0,0,0,0,
mc,2024nytr,qm,17,b1,2053,13,0,,"1,4","11.9,5.8,9.2,13.8,10,18.7,19.9,18.4","a,a,a,a,75,124,a,a",100,6,0,1,0,0,0,0,0,0,0,
SD,2024nytr,qm,17,b2,7718,25,0,,"4,1",,,,0,0,0,0,1,0,0,1,0,0,
lg,2024nytr,qm,17,b3,333,25,0,,,"22,22.6,28.8,26.7","a,a,100,75",,2,0,1,1,0,0,0,0,0,0,
lg,2024nytr,qm,17,r3,639,24,0,72,,"5.9,5.1,18.7,28.9,27","116,119,93,118,118",,0,0,1,0,0,0,0,0,0,0,
lw,2024nytr,qm,18,r1,9076,60,0,,,"0.1,55.4,18.9","143,118,94","143,167,117,118",0,0,1,0,0,0,0,0,0,0,","
mg,2024nytr,qm,18,r2,6621,48,0,,9,"6,12.9,20.2,28.5,11.3,27.6,11.5,13.4","94,67,67,67,90,91,91,115","67,42,91",0,0,1,0,0,0,0,0,0,0,
mc,2024nytr,qm,18,b1,6969,49,0,,,,,,0,0,0,0,0,1,0,0,0,0,
SD,2024nytr,qm,18,b2,1493,13,0,99,7,"8.9,13,1.3,31.3,21.8,17.2,17.7,4.9,17.2","a,a,a,a,99,75,99,75,99","120,75",4,2,0,0,0,0,0,0,0,0,
lg,2024nytr,qm,18,b3,5881,1,0,50,,,,"74,74,98,98",0,0,1,0,0,0,0,0,0,0,
lw,2024nytr,qm,19,r1,6911,36,0,142,9,"4.1,18.2,6.3,33.7,21","141,116,141,187,141",115,0,0,1,0,0,0,0,0,0,0,","
hw,2024nytr,qm,19,b3,3181,25,0,146,,,,,0,0,0,0,1,0,0,0,0,0,auto misses notes would have been 4 piece if all worked
mg,2024nytr,qm,19,r2,7605,24,0,"43,94","2,5","7,32.9,33.9","118,93,117",94,0,0,1,0,0,0,0,0,0,0,
mc,2024nytr,qm,19,b1,7030,49,0,,,,,,0,0,0,0,1,0,0,0,0,0,
lg,2024nytr,qm,19,r3,2791,36,0,"118,92","6,2","15.9,7.5,31.1,18.7,27.6","a,a,96,a,94",,3,0,1,0,0,0,0,0,0,0,
SD,2024nytr,qm,19,b2,9624,36,0,99,4,"8.9,13,1.3,31.3,21.8,17.2,11.2,38.6,16.4","a,a,a,a,99,75,75,74,74",,4,2,1,0,0,0,0,0,0,0,data from previous match not cleared properly 
lw,2024nytr,qm,20,r1,296,36,0,"117,116",6,"7.6,11.4,16.8,18.4,25.2,30.1","118,118,118,118,118,118",,0,0,1,0,0,0,0,0,0,0,","
mg,2024nytr,qm,20,r2,250,48,0,,,40,94,,0,2,1,0,1,0,0,0,0,0,parked 40sec early
hw,2024nytr,qm,20,b3,3360,13,0,"50,26",1,"9.2,9.7,30.4,15.6,21.2,16.3,17.5","a,a,a,75,a,a,75",,5,0,1,0,0,0,0,1,0,0,
mc,2024nytr,qm,20,b1,3799,25,0,122,,"6.3,9.9,7.8,11.2,22.5,14.6,20.8,20.7","98,75,74,74,74,75,74,98",,0,0,1,0,0,0,0,0,0,0,
lg,2024nytr,qm,20,r3,5016,24,0,72,,"18.4,25.1,32,29,20.7","a,a,95,94,118",,2,0,1,0,0,0,0,0,0,0,
SD,2024nytr,qm,20,b2,6401,37,0,,,"15.2,86.8","75,74",98,0,0,1,0,0,0,0,1,0,0,
eg,2024nytr,qm,21,r3,7709,24,0,,,"0.1,5.3,30.9,31.8,12.5,14.3,18.6","a,a,a,a,a,a,a",,7,0,1,0,0,0,0,0,0,0,extremely bad strategr
hw,2024nytr,qm,21,b1,5149,49,0,,,,,,0,0,0,0,0,0,0,0,0,1,have not fixed probs since last March back and forth plus bad driver
TMS,2024nytr,qm,21,b3,2234,49,0,,,,,,0,0,0,0,1,0,0,0,0,0,
JA,2024nytr,qm,21,r2,2601,24,0,94,,"18.1,9.9,11.2,39.1,24.1,17.9","142,95,95,118,143,118",,0,0,1,0,0,0,0,0,0,0,
Meg ,2024nytr,qm,21,b2,1591,13,0,,"8,14","9.1,11.6,9.4,7.9,14,11.5,13.6,14.3,7.1,13,11.3","a,75,75,a,75,a,99,102,100,76,100",,3,0,1,0,0,0,0,0,0,0,
lH,2024nytr,qm,21,r1,3044,48,0,"12,167",14,"4.3,8.4,7.6,29.3,13.6,47,13.4","167,143,94,118,142,118,118","142,142,118",0,0,1,0,0,0,0,0,0,0,
hw,2024nytr,qm,22,r3,3173,12,0,"45,44,16,92","3,2,6,9","7,9,12.9,10.6,23.2,11.9,12.1,3.8,13.2,16.9,11.2","a,a,a,68,a,a,94,117,a,a,93","44,94",7,0,1,0,0,0,0,0,0,0,
eg,2024nytr,qm,22,b1,2095,49,0,,4,0.1,98,"98,74,74",0,0,0,1,0,0,0,0,0,0,
lH,2024nytr,qm,22,r1,1601,,0,,,,,,0,0,0,0,1,0,0,0,0,0,
lH,2024nytr,qm,23,r1,7031,48,0,,,,,,0,0,0,0,1,1,0,0,0,0,
mrg,2024nytr,qm,23,r2,1796,36,0,"118,234,258","14,11","0.1,11.6,10.7,12.6,10,28.1","a,a,115,a,a,115","117,211,114",4,0,1,0,0,0,0,0,0,0,
eg,2024nytr,qm,23,b1,333,25,0,121,,"25.5,76.7,14.8,1.7","a,a,a,98",,3,0,1,0,0,0,0,0,0,0,
TMS ,2024nytr,qm,23,b2,4122,13,0,50,,"0.1,17.3","98,98",,0,0,0,0,0,1,0,0,0,0,
hw,2024nytr,qm,24,r3,9750,12,0,94,3,"0.1,0.5,0.3,0.6,0.5,0.5","69,43,22,92,92,44","93,118",0,0,0,0,0,0,0,0,0,0,
hw,2024nytr,qm,24,r3,9750,48,0,142,,"41.6,2.5,9.6,27","a,a,a,a",,4,0,1,0,0,0,0,0,0,0,
JA,2024nytr,qm,24,b3,6648,13,0,,,8.8,a,,1,0,0,1,1,0,0,0,0,0,
TMS,2024nytr,qm,24,b2,6463,49,0,,,,,,0,0,1,0,0,0,1,0,0,1,Auto had no movement at all. During Teleop the robot almost tipped them died right in front of the red speaker.
lH,2024nytr,qm,24,r1,1511,36,0,144,,"85.6,3.3,8.3,28.4,5.8","22,a,143,165,143",70,1,0,1,0,0,0,0,0,0,0,
eg,2024nytr,qm,24,b1,3986,37,0,145,7,"59.8,15.7,15.7,14.8,19.3","a,100,99,125,125",,1,0,1,0,0,0,0,0,0,0,
mrg,2024nytr,qm,24,r2,2053,36,0,"117,141","9,8","0.1,7.8,6.6,21.8,18.2,24.8,18.6,19.2","117,117,117,117,117,117,117,117","117,117",0,0,1,0,0,0,0,0,0,0,
JA,2024nytr,qm,25,b3,5993,25,0,,4,,,"146,121",0,0,1,0,1,0,0,0,0,0,
hw,2024nytr,qm,25,r3,7718,36,0,,,0.1,118,,0,0,1,0,0,1,0,0,0,0,
lH,2024nytr,qm,25,r1,3003,24,0,119,,"10.8,3.6,4.6,11.9,15.3,18.1,19.2,20.5,23.7","93,117,117,117,118,118,118,119,119",,0,0,1,0,1,0,0,0,0,0,pretty aggressive even toward alliance
TMS,2024nytr,qm,25,b2,3951,13,0,50,1,19.4,a,,1,0,1,0,1,0,0,0,0,0,Defense was very effective to red alliance.
mrg,2024nytr,qm,25,r2,3550,24,0,"71,117",3,"0.1,6.5,9.7,31.5,26.9","a,a,a,142,a",,4,0,1,0,1,0,0,0,0,0,
eg,2024nytr,qm,25,b1,6300,37,0,123,"5,8","4.6,4.6,9.6,11.3,8.2,14.7,14.4,13.4,16.5,16.4","77,98,98,99,a,a,98,98,99,74",,2,0,1,0,0,0,0,0,0,0,
JA,2024nytr,qm,26,b3,9076,49,0,,,"14.4,34.1,28.7","98,74,74","98,74",0,0,1,0,0,0,0,0,0,0,
hw,2024nytr,qm,26,r3,229,48,0,,,,,,0,0,0,0,0,0,0,0,0,0,no intake 
mrg,2024nytr,qm,26,r2,3799,48,0,167,,"8.8,11.3,15.1,17.2,24.1,19.7,29.3,0.2,7.9","94,118,118,118,118,118,117,117,117","118,118",0,0,0,0,0,0,0,0,0,0,"they broke a note, and. piece of their robot fell off"
TMS,2024nytr,qm,26,b2,7504,25,0,"98,74,98","4,1,7",,,,0,0,1,0,0,0,0,0,0,0,Robot has a very good auto but during match it slowed and stopped a couple times.
lH,2024nytr,qm,26,r1,5149,48,0,,,,,21,0,0,1,0,1,0,0,0,0,0,
eg,2024nytr,qm,26,b1,5590,25,0,145,,69.4,49,"98,49",0,0,1,0,0,0,0,0,0,0,"bad driver, almost knocked a friendly robot down from it's limb"
JA,2024nytr,qm,27,b3,7709,25,0,121,,"7.9,17.8,13.1,18.1,19.3,16.1,18.6","98,98,74,98,98,97,98",,0,0,1,0,0,0,0,0,0,0,
hw,2024nytr,qm,27,r3,2601,24,0,,,"26.3,42.8,52.8","95,94,94",91,0,0,1,0,0,0,0,0,0,0,driver bad
TMS,2024nytr,qm,27,b2,5016,49,0,,,"4.7,14.4,9.4,14.1","74,98,74,98","98,74,98,98",0,0,1,0,0,0,0,0,0,0,"Consistent driving, somewhat reliable shooter as well."
eg,2024nytr,qm,27,b1,3173,13,0,"49,74,78,124","7,2,4","0.1,7.5,11.2,21,1.8,13.7,15.8,14.7,13.6,4.7,18.8","a,a,a,75,74,a,a,123,50,75,100",,5,0,1,0,0,0,0,0,0,1,egregiously good
lH,2024nytr,qm,27,r1,9624,36,0,143,,"13.4,2.3,21.8,19.1,20.6,17.3,17.5","21,a,143,143,143,144,143",,1,0,1,0,0,0,0,0,0,0,
mrg,2024nytr,qm,27,r2,6911,48,0,,,"30.4,8.7,13.5,14.8,13.5,13.3,33","115,118,114,90,115,116,116","116,118",0,0,1,0,0,0,0,0,0,0,
JA,2024nytr,qm,28,b3,1796,25,0,"98,98","7,4,1","24.5,16.4,10.6,11.2,28.8","a,126,a,a,149",,3,3,1,0,1,0,0,0,0,0,trap
hw,2024nytr,qm,28,r3,7605,24,0,"67,68","3,2","0.1,26,42.6,19.8","117,117,69,44","117,93,93,69",0,0,1,0,0,0,0,0,0,0,
lg,2024nytr,qm,28,r2,2234,48,0,,,3.8,a,,1,0,0,0,1,0,0,0,0,0,tech foul
TMS,2024nytr,qm,28,b2,296,25,0,,,"56.8,10.4,22.4","98,74,98",,0,0,1,0,0,0,0,0,0,0,Robot didn't move for about 50 seconds then started moving with alright speed.
eg,2024nytr,qm,28,b1,3171,13,0,,,"15.2,6.6,32.9,19.8,19","a,a,146,74,74",98,2,0,1,0,0,0,0,0,0,0,
lH,2024nytr,qm,28,r1,1880,24,0,143,,"34.9,47.6,18.3,22.4,7.8","21,119,95,94,a",21,1,0,0,1,0,0,0,0,0,0,
lg,2024nytr,qm,29,r2,9750,48,0,,,"13.3,34.2,11,8.8","a,a,161,a",,3,0,1,0,0,0,0,1,0,0,
hw,2024nytr,qm,29,r3,5881,24,0,,6,"0.1,12.9,16.5,8.9,8.1,41.9,20.8","94,94,94,95,95,95,118","117,118",0,0,1,0,0,0,0,0,0,0,
JA,2024nytr,qm,29,b3,1559,37,0,124,7,,,,0,0,1,0,1,0,0,0,0,1,
TMS,2024nytr,qm,29,b2,639,13,0,,,,,,0,0,1,0,1,0,0,0,0,0,Shooter seemed to not work the entire match. Defense I heavy and effective as well.
lH,2024nytr,qm,29,r1,6463,60,0,,,,,,0,0,0,0,1,0,0,0,0,0,tarp
eg,2024nytr,qm,29,b1,2791,13,0,74,4,"16.6,41.4,20.3,12.7,11.3,22.1","a,a,99,98,75,75",,2,0,1,0,1,0,0,0,0,0,
JA,2024nytr,qm,30,b3,1511,25,0,145,,"19,22.3,49.2,18.3","a,a,a,98",,3,0,1,0,1,0,0,0,0,0,
hw,2024nytr,qm,30,r3,250,36,0,,,,,,0,0,0,0,1,0,0,0,0,0,
eg,2024nytr,qm,30,b1,3550,13,0,50,,"12.5,11,15.8,89","a,98,74,49","121,98",1,0,1,0,0,0,0,0,0,0,unreliable intake
lH,2024nytr,qm,30,r1,4122,36,0,95,,"22,6.4,4.9","118,142,94",,0,0,1,0,0,1,0,0,0,0,auto works and got few shots in before i5 stopped 
TMS,2024nytr,qm,30,b2,1493,25,0,"98,98,98","7,1","51.1,7.6","98,73",98,0,0,1,0,1,0,0,0,0,0,Robo has alright speed and played relatively good defense.
mrg,2024nytr,qm,30,r2,1601,12,0,,,,,"118,118",0,0,0,1,1,0,0,0,0,0,they kept on try to pick up from source but they couldn't get the note in the robot
mg,2024nytr,qm,31,r3,1591,36,0,144,11,"19.9,9.9,12.9,22.5,9.2,10.6,12.3,13.5","71,71,45,92,68,43,69,69",,0,0,1,0,0,0,0,0,0,0,
